Document Code,Meeting Code,会议类型,Expense Code,费用类型,Issue Code,问题类型,SOP描述,标准处理方法,"向员工展示的问题描述（合并问题描述和处理方法）"
MN020272,02,患者教育,02,会议餐费,72,会议人数_外部人数不符,根据SOP规定，患者教育外部参会者需≥5人,请确认实际外部参会人数,根据SOP规定，患者教育外部参会者需≥5人请确认实际外部参会人数
MN020273,02,患者教育,02,会议餐费,73,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN020274,02,患者教育,02,会议餐费,74,报销范围_费用,根据SOP规定，患者教育可报销费用有讲课费、餐饮、交通,额外费用不予报销已为您扣除,根据SOP规定，患者教育可报销费用有讲课费、餐饮、交通额外费用不予报销已为您扣除
MN020601,02,患者教育,06,会议茶歇,01,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,根据SOP规定，会议茶歇不得独立于会议之外提供请解释说明
MN020602,02,患者教育,06,会议茶歇,02,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细请提供
MN020603,02,患者教育,06,会议茶歇,03,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN020604,02,患者教育,06,会议茶歇,04,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN020651,02,患者教育,06,会议茶歇,51,会议权限_线上患教,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线上患教可举办的组织者岗位为地区业务销售经理、医药代表、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020652,02,患者教育,06,会议茶歇,52,会议权限_线下患教,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，线下患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020653,02,患者教育,06,会议茶歇,53,会议权限_混合患教,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，混合患教可举办的组织者岗位为地区业务销售经理、市场和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN020654,02,患者教育,06,会议茶歇,54,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN020655,02,患者教育,06,会议茶歇,55,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN020656,02,患者教育,06,会议茶歇,56,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN020657,02,患者教育,06,会议茶歇,57,会议议程_时长不足,根据SOP规定，患者教育HCP讲课时长需≥20分钟,请确认,根据SOP规定，患者教育HCP讲课时长需≥20分钟请确认
MN020658,02,患者教育,06,会议茶歇,58,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批请提供
MN020659,02,患者教育,06,会议茶歇,59,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN020660,02,患者教育,06,会议茶歇,60,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN020661,02,患者教育,06,会议茶歇,61,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN020662,02,患者教育,06,会议茶歇,62,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN020663,02,患者教育,06,会议茶歇,63,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN020664,02,患者教育,06,会议茶歇,64,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN020665,02,患者教育,06,会议茶歇,65,会议照片_缺照片水印,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，线下患教会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN020666,02,患者教育,06,会议茶歇,66,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN020667,02,患者教育,06,会议茶歇,67,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN020668,02,患者教育,06,会议茶歇,68,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
